entrez,teff_AAVS1_324,teff_AAVS1_348,teff_AAVS1_400,teff_Double_324,teff_Double_348,teff_Double_400,teff_HIVEP2_324,teff_HIVEP2_348,teff_HIVEP2_400,teff_SATB1_324,teff_SATB1_348,teff_SATB1_400,treg_AAVS1_324,treg_AAVS1_348,treg_AAVS1_400,treg_Double_324,treg_Double_348,treg_Double_400,treg_HIVEP2_324,treg_HIVEP2_348,treg_HIVEP2_400,treg_SATB1_324,treg_SATB1_348,treg_SATB1_400
221,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
55001,1.0,4.0,2.0,2.0,1.0,1.855,3.0,4.0,4.0,1.0,13.0,2.0,5.0,8.998,15.0,14.0,20.0,14.0,14.0,13.0,17.0,9.0,5.0,20.0
57157,9.999,10.0,5.0,13.001,5.999,24.0,5.0,14.0,22.0,9.0,5.0,10.0,15.0,14.0,19.0,9.0,20.0,15.0,22.999,17.999,14.0,13.001,12.0,17.0
10344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9855,1.0,10.0,17.0,2.0,13.0,19.0,8.0,23.0,20.0,2.0,12.0,9.0,10.0,8.0,20.0,7.0,12.0,22.0,12.0,21.0,15.0,18.0,8.0,16.0
10083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79017,3.0,7.0,7.0,8.0,10.0,10.0,6.0,7.216,7.0,8.0,8.0,13.0,8.0,4.0,7.0,0.0,7.0,5.0,5.0,9.67,5.0,6.0,6.0,9.0
10926,5.0,8.894,10.0,5.671,7.0,17.0,9.0,11.0,19.0,11.0,8.0,15.0,6.0,4.0,11.0,7.0,7.0,7.0,9.0,10.0,12.0,9.0,1.0,14.0
6915,4.0,7.0,9.0,10.0,6.0,12.0,7.994,4.0,10.0,11.0,4.0,9.0,6.0,3.0,5.0,4.0,2.0,6.0,10.0,6.0,10.0,2.0,4.0,5.0
3475,5.0,5.0,18.0,6.0,4.0,11.0,12.0,7.0,13.0,11.0,2.0,17.0,7.0,5.0,5.0,4.0,11.0,6.0,5.0,5.0,6.0,8.0,0.0,10.0
56891,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,7.0,7.0,19.329,7.0,7.0,22.081,11.001,7.367,26.315,4.0,10.0,35.0,9.0,4.0,16.0,13.802,15.219,10.0,11.0,15.0,15.0,18.0,8.0,13.0
9569,0.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54623,7.0,8.0,10.0,14.0,8.0,13.0,9.0,6.0,15.0,9.0,10.0,7.0,1.0,4.0,10.0,7.0,8.0,5.0,2.0,23.0,9.0,11.0,4.0,18.0
27072,10.0,7.0,17.0,18.0,14.0,15.0,4.0,10.0,24.0,5.0,12.0,19.0,16.0,4.0,20.0,3.0,9.0,16.0,13.0,9.0,14.0,12.0,9.0,9.0
9912,0.0,1.0,4.0,0.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,12.0,0.0
60528,7.0,14.0,16.999,6.0,7.0,18.0,7.0,13.0,26.0,10.0,8.0,20.0,19.0,7.0,14.999,7.0,12.0,11.0,19.0,22.0,21.0,8.0,6.0,6.0
85477,2.0,3.0,3.0,9.0,0.0,3.0,2.417,9.0,7.0,7.0,3.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,5.0,9.0,7.0,7.0,2.0,1.0
414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
8228,1.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
8735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79602,2.0,7.0,7.0,5.0,9.0,14.0,3.0,5.0,7.0,4.0,7.0,3.0,7.0,5.0,5.0,3.0,10.0,5.0,8.0,10.0,6.0,6.0,4.0,5.0
51265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
151531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10942,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0
57787,0.0,5.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0
8842,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
115098,4.0,7.0,12.0,6.0,12.0,12.0,9.0,8.0,12.0,4.0,10.0,13.0,4.0,4.0,6.0,4.0,7.0,6.0,5.0,6.0,6.0,8.0,5.0,5.0
90273,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,5.0
5048,11.0,19.999,17.999,10.999,13.0,21.0,13.0,15.0,20.999,11.0,12.0,19.999,8.0,13.0,13.0,8.0,12.0,12.0,7.0,11.285,22.0,9.0,10.0,8.0
4843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
9703,5.0,8.0,4.0,6.0,4.0,18.0,5.0,4.0,14.0,3.0,7.0,4.0,8.0,1.0,9.0,3.0,18.0,4.0,11.0,1.0,9.0,12.0,1.0,7.0
9058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79090,1.0,2.0,2.0,4.0,4.0,8.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,7.0,1.0,4.0,2.0,8.0,3.0,2.0,4.0,2.0
4145,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,4.0,9.0,4.0,4.0,6.0,7.0,2.0,3.0,11.0,8.0,5.0,6.0,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,10.0,8.0,3.0,2.0
6329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54879,0.0,2.0,3.0,8.0,3.0,3.0,11.0,1.0,19.0,1.127,5.0,6.0,2.0,1.0,6.0,0.0,2.0,2.0,14.0,5.0,6.0,33.0,1.0,6.0
8277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5080,3.0,1.978,2.0,4.0,1.0,6.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,5.0,2.0,3.0,0.0,2.0
113000,2.0,8.0,6.0,0.0,5.0,6.0,4.0,5.0,7.0,0.0,5.0,1.0,1.0,3.0,0.0,1.0,4.0,4.0,4.0,8.0,2.0,3.0,3.0,1.0
64285,0.0,0.0,0.0,4.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55692,39.0,18.0,29.0,49.0,9.0,29.0,21.0,13.999,29.0,30.0,7.0,27.001,30.0,5.0,25.0,23.0,14.0,21.0,25.0,13.0,32.001,29.0,3.999,13.0
9254,6.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,4.0,0.0,5.0,0.0,3.0,1.0,0.0,6.0
8938,148.0,428.0,494.0,286.0,378.0,636.0,220.0,413.0,524.0,180.0,443.0,340.0,157.0,258.0,320.0,202.0,349.0,397.0,271.0,525.0,368.0,342.0,282.0,311.0
115939,8.0,5.0,4.0,1.0,5.0,7.0,3.0,5.0,6.0,2.0,3.0,8.0,2.0,5.0,1.0,3.0,5.0,1.0,3.0,3.0,4.0,9.0,3.0,3.0
9091,8.0,17.0,34.0,8.0,22.0,11.0,1.0,15.0,26.0,2.0,9.0,16.0,10.0,13.0,34.0,4.0,14.0,25.0,10.0,32.0,17.0,12.0,10.0,12.0
57585,0.0,4.0,4.0,1.0,0.0,3.389,2.608,0.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0
7005,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
55735,24.0,11.0,21.0,14.0,10.0,15.0,32.0,13.0,21.0,21.0,10.0,18.0,8.0,9.0,19.0,13.0,16.001,9.001,24.0,11.0,10.0,15.0,9.0,7.0
2328,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
29116,6.0,3.0,7.0,0.0,3.0,8.0,2.0,1.0,4.0,2.0,2.0,6.0,0.0,1.0,6.0,9.0,1.0,2.0,7.0,3.0,6.0,8.0,0.0,1.0
27035,0.0,0.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0
1870,4.0,18.0,10.0,6.0,12.0,8.0,5.0,14.0,9.0,4.0,13.0,2.0,2.0,12.0,5.0,2.0,14.0,4.0,5.0,13.0,18.0,8.0,5.0,5.0
5689,15.0,19.0,23.0,17.0,15.0,30.0,9.0,32.0,29.0,16.0,12.0,22.0,10.003,15.0,18.0,21.0,19.0,18.0,18.0,27.0,26.0,15.0,11.0,17.0
6853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3720,18.0,20.0,36.0,26.0,11.0,36.0,14.0,12.0,29.0,24.0,38.0,32.0,13.0,6.0,36.0,7.0,25.0,16.0,18.0,26.0,20.0,23.0,14.0,27.0
6792,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0
57172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728642,1.545,1.0,7.843,0.0,1.859,7.183,4.0,1.195,1.007,5.23,1.01,8.761,4.821,0.0,12.941,5.26,1.25,4.296,3.406,12.383,6.672,0.0,6.535,5.025
65220,4.0,3.0,7.0,7.0,1.0,15.0,8.0,7.0,5.0,2.0,4.0,9.0,11.0,2.0,6.0,2.0,8.0,4.0,7.0,9.0,8.0,3.0,3.0,4.0
7021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
83741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9940,117.0,324.0,350.0,180.0,355.0,499.0,196.0,394.0,423.0,165.0,362.0,234.0,148.0,295.0,289.0,218.0,269.0,237.0,235.0,432.0,271.0,217.0,239.0,212.0
9265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53616,0.0,5.952,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0
6856,9.0,11.0,11.0,13.0,12.0,16.0,10.0,11.0,22.0,7.0,14.0,13.0,10.0,9.0,18.0,13.0,12.0,18.0,9.0,15.0,17.0,6.0,6.0,19.0
1534,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9043,15.0,10.0,18.0,8.0,3.0,20.0,23.0,10.0,25.731,19.0,8.0,24.0,7.0,2.0,23.0,8.0,2.0,17.0,12.0,16.0,8.0,10.0,4.0,14.0
1951,1.0,2.0,7.0,5.0,8.0,4.0,1.0,6.0,7.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0
10157,3.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,1.0
55200,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51188,5.0,6.0,6.0,4.0,4.0,12.001,7.0,5.0,11.0,2.0,5.0,7.0,10.0,4.0,5.0,2.0,3.0,7.0,13.001,3.0,3.0,7.0,3.0,6.0
84954,0.0,6.0,4.0,3.0,6.0,1.0,0.0,8.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0
4257,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0
1407,2.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,2.0,3.0,2.0,4.0,5.823
8993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4784,0.0,2.0,0.0,2.0,0.0,4.723,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,3.0,3.0,3.0,5.0
6482,19.0,14.0,34.0,20.0,13.0,36.0,19.0,20.0,25.0,17.0,14.0,21.0,9.0,6.0,12.0,6.0,14.0,10.0,12.0,11.0,13.0,9.0,4.0,6.0
64386,6.0,20.0,5.0,5.0,15.0,9.0,10.0,12.0,3.0,3.0,9.0,7.0,4.0,4.0,14.0,1.0,3.0,3.0,0.0,3.0,7.0,2.0,6.0,2.0
9235,282.999,527.002,522.001,477.998,458.001,599.0,421.999,495.998,746.001,279.0,470.0,448.998,303.957,358.999,597.001,297.0,462.0,442.001,434.999,542.0,699.0,309.001,275.001,331.0
5310,5.452,3.0,4.0,11.743,2.0,9.0,2.0,0.0,12.222,4.0,1.0,1.0,1.0,2.0,2.0,0.5,0.0,9.009,2.0,2.097,2.566,9.0,1.0,3.0
23542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9862,5.0,1.0,2.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,1.0,5.0,0.0,0.0,1.0
23221,4.0,5.0,7.0,5.0,8.0,10.0,4.0,1.0,9.0,6.0,15.0,8.0,5.0,1.0,5.0,5.0,17.0,8.0,7.0,5.0,8.0,23.0,6.0,12.0
54497,4.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,6.0
7095,5.001,16.0,16.0,13.0,11.0,18.225,13.0,21.796,14.309,9.001,14.0,11.0,12.0,8.0,15.703,6.0,10.0,17.0,14.0,21.893,23.839,15.0,14.0,13.666
6224,112.986,95.973,134.96,108.986,106.865,158.895,96.99,93.99,162.837,123.838,94.978,101.0,82.998,68.981,112.998,87.999,87.995,101.98,113.986,135.955,97.973,117.889,84.534,105.778
7812,39.0,27.0,36.0,39.0,19.0,48.001,43.0,38.0,59.0,48.001,34.0,55.0,30.0,29.0,54.0,28.861,28.0,27.0,36.0,40.001,47.0,42.0,17.0,25.0
9690,10.0,9.0,11.0,11.0,5.0,14.0,8.0,6.0,13.0,8.0,7.0,12.0,10.999,1.0,10.0,6.0,10.0,6.0,7.0,16.0,13.0,8.0,4.0,16.0
5980,4.001,3.0,12.0,7.0,7.0,16.0,4.0,6.0,8.0,3.0,5.0,10.999,12.0,2.0,11.0,8.0,8.0,13.0,8.0,9.0,17.0,9.0,7.0,8.0
10178,0.0,4.0,18.0,3.0,9.0,15.0,0.0,6.0,7.0,1.0,4.0,6.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0
5081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10747,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
389434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199870,20.878,20.0,32.0,8.923,15.0,32.0,11.0,25.0,27.0,11.0,22.0,22.699,17.0,15.0,15.0,11.0,14.0,18.0,8.0,15.0,27.0,14.0,20.0,16.0
80342,12.0,15.001,32.001,24.0,17.0,36.0,16.0,22.0,24.0,12.0,24.0,29.999,30.0,26.0,22.999,23.001,27.0,18.999,30.0,24.999,22.0,33.001,9.0,16.0
29954,2.0,1.0,2.0,4.0,0.0,1.0,0.0,5.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,6.0
51534,4.0,7.0,6.0,10.0,3.0,8.0,5.0,7.0,11.0,7.0,13.0,12.0,8.0,5.0,7.0,6.0,7.0,5.0,5.0,15.0,13.0,4.0,6.0,8.0
51085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9031,19.0,18.0,30.0,36.0,19.0,33.0,18.0,22.0,39.0,8.0,28.0,21.0,14.0,5.0,28.0,20.0,18.0,16.0,18.0,30.0,25.0,23.0,11.0,24.0
10048,28.0,35.0,51.0,56.0,45.0,79.0,28.0,50.0,63.0,23.0,52.0,60.0,40.0,40.0,55.0,39.0,63.0,49.0,75.0,109.0,64.0,85.0,54.0,71.0
51513,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83932,0.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,10.0,3.0,2.0,1.0,1.0
51603,0.0,11.0,10.0,9.0,8.0,9.0,4.0,4.0,6.0,3.0,4.0,12.0,4.0,7.0,13.0,4.0,8.0,10.0,5.0,6.0,14.0,8.0,8.0,8.0
8798,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0
7756,115.0,132.0,196.0,164.0,100.0,182.999,130.0,132.999,203.999,177.0,133.0,172.0,67.0,46.0,151.0,109.0,120.999,138.999,130.0,111.999,164.0,138.0,56.0,129.0
7384,25.0,23.0,32.999,33.0,27.999,48.0,23.999,37.0,36.0,27.0,31.0,42.0,15.0,19.0,25.0,16.0,21.0,22.0,16.0,35.0,17.0,19.0,14.0,24.0
83930,6.0,21.0,10.0,11.0,5.0,22.0,7.0,10.0,17.0,11.0,10.0,13.999,6.0,4.0,8.0,5.0,5.0,9.0,7.0,7.0,6.0,3.0,5.0,6.0
928,12.0,12.0,25.0,4.0,7.0,25.0,6.0,9.0,30.0,9.0,9.0,20.0,2.0,1.0,7.0,8.0,6.0,7.0,4.0,6.0,10.0,1.0,1.0,6.0
57467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9918,7.0,9.459,26.001,11.0,15.001,25.991,12.0,12.0,25.363,19.0,7.0,18.0,5.0,5.001,15.0,3.0,8.0,7.0,10.0,18.0,16.0,11.0,6.0,16.999
25900,19.0,23.0,13.0,18.0,19.0,17.0,9.0,16.0,19.0,3.0,22.0,16.0,10.0,6.0,10.0,12.0,22.0,15.0,27.0,32.0,14.0,18.0,8.0,25.0
2696,17.0,28.0,35.0,22.0,15.0,25.0,18.934,14.0,15.0,34.0,27.0,28.0,26.0,15.0,25.0,15.0,6.0,23.0,20.0,15.0,25.0,25.0,5.0,34.0
51533,1.0,1.0,4.0,1.0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.067,0.0,8.0,1.0,0.0,0.0
56920,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11188,2.0,2.0,4.0,1.0,2.0,8.0,2.0,2.0,8.0,4.0,3.0,6.0,0.0,2.0,3.0,2.0,0.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0
23166,11.0,16.0,30.0,12.0,20.0,28.0,2.0,20.0,29.0,9.0,12.0,19.0,10.0,10.0,11.0,9.0,19.0,16.0,16.0,21.0,23.0,9.0,17.0,11.0
80199,14.0,18.0,31.0,25.0,23.0,38.0,19.0,23.0,25.0,28.0,24.0,38.0,4.0,8.0,24.0,16.0,21.0,21.0,18.0,27.0,21.0,14.0,11.0,18.0
6540,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3423,16.248,13.0,22.977,18.0,12.0,24.088,19.0,15.0,33.0,18.0,13.81,26.001,12.0,9.0,15.0,15.0,14.0,22.237,16.0,20.0,29.0,17.0,14.0,20.0
5646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7752,3.0,0.0,5.0,2.0,1.0,5.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,9.0,1.0,2.0,6.0,2.0,8.0,3.0,1.0,2.0
920,25.0,43.0,59.0,43.0,37.0,74.999,39.0,48.0,65.999,24.0,47.0,46.0,31.0,31.0,67.001,33.0,42.0,64.0,64.0,78.0,60.0,46.0,41.0,48.0
10233,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3077,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
22955,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0
2534,6.0,12.0,19.0,19.0,15.0,31.0,17.0,9.0,29.0,15.0,13.001,23.0,21.0,15.0,37.0,25.0,17.0,35.0,26.999,9.0,25.999,32.999,18.0,28.0
3097,5.0,3.0,9.0,8.0,11.0,9.0,8.0,3.0,2.0,4.0,1.0,9.0,3.0,1.0,6.0,5.0,7.0,13.0,3.0,6.999,5.0,6.0,4.0,11.0
2326,27.0,82.0,85.0,47.0,57.0,123.884,46.0,102.0,89.822,31.0,59.0,53.0,21.0,51.817,66.0,21.0,46.0,50.0,27.0,81.0,67.0,35.714,35.0,51.0
6924,10.0,12.0,22.0,25.0,17.0,29.0,19.0,21.0,32.0,13.0,38.0,22.0,29.0,12.0,34.0,22.0,22.0,28.0,21.0,39.0,42.0,30.0,18.0,17.0
11313,8.0,16.0,12.0,12.0,9.0,17.999,3.0,13.0,11.0,8.0,8.0,13.0,6.0,8.0,9.0,5.0,13.0,8.773,13.0,19.0,5.0,15.0,9.0,13.0
1185,0.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0
